x,y
-0.5,0.0
-0.4999999875000012,0.00014999999621068127
-0.49999995000000463,0.00029999999142136277
-0.4999998875000102,0.0004499999821320451
-0.4999998000000181,0.0005999999648427288
-0.4999996875000291,0.0007499999360534143
-0.49999955000004437,0.0008999998922641022
-0.4999993875000655,0.0010499998299747933
-0.49999920000009457,0.0011999997456854882
-0.4999989875001341,0.0013499996358961877
-0.4999987500001871,0.001499999497106893
-0.499998487500257,0.001649999325817606
-0.4999982000003476,0.0017999991185283283
-0.4999978875004633,0.001949998871739062
-0.49999755000060886,0.0020999985819498104
-0.4999971875007895,0.0022499982456605765
-0.4999968000010108,0.002399997859371364
-0.49999638750127906,0.0025499974195821776
-0.49999595000160074,0.002699996922793022
-0.4999954875019829,0.0028499963655039037
-0.499995000002433,0.0029999957442148287
-0.499994487502959,0.003149995055425805
-0.4999939500035692,0.003299994295636841
-0.4999933875042725,0.0034499934613479465
-0.4999928000050782,0.0035999925490591317
-0.4999921875059959,0.003749991555270408
-0.4999915500070358,0.0038999904764817884
-0.49999088750820864,0.004049989309193287
-0.4999902000095254,0.004199988049904918
-0.4999894875109976,0.004349986695116699
-0.49998875001263726,0.004499985241328647
-0.49998798751445683,0.004649983685040782
-0.4999872000164691,0.0047999820227531236
-0.4999863875186875,0.004949980250965694
-0.49998555002112577,0.005099978366178517
-0.4999846875237981,0.005249976364891618
-0.49998380002671916,0.005399974243605023
-0.4999828875299041,0.005549971998818763
-0.4999819500333685,0.005699969627032867
-0.49998098753712833,0.005849967124747367
-0.49998000004120013,0.005999964488462298
-0.49997898754560083,0.006149961714677697
-0.4999779500503478,0.0062999587998936015
-0.4999768875554588,0.006449955740610052
-0.4999758000609522,0.006599952533327091
-0.49997468756684665,0.006749949174544763
-0.49997355007316135,0.006899945660763115
-0.4999723875799159,0.007049941988482195
-0.4999712000871304,0.007199938154202056
-0.4999699875948254,0.007349934154422751
-0.4999687501030219,0.007499929985644337
-0.4999674876117412,0.007649925644366872
-0.4999662001210053,0.007799921127090417
-0.49996488763083646,0.007949916430315035
-0.4999635501412575,0.008099911550540795
-0.49996218765229156,0.008249906484267766
-0.4999608001639624,0.008399901227996021
-0.49995938767629405,0.008549895778225633
-0.49995795018931116,0.00869989013145668
-0.49995648770303874,0.008849884284189244
-0.4999550002175023,0.008999878232923407
-0.4999534877327277,0.009149871974159259
-0.49995195024874134,0.009299865504396888
