x,y
-0.5,0.0
-0.49999999922,3.279999917140231e-05
-0.49999999687999996,6.55999985148046e-05
-0.49999999297999986,9.839999804620687e-05
-0.49999998751999963,0.00013119999778160907
-0.49999998049999916,0.0001639999977370112
-0.49999997191999834,0.00019679999792841316
-0.49999996177999706,0.00022959999837181492
-0.49999995007999515,0.00026239999908321635
-0.49999993681999244,0.0002952000000786173
-0.4999999219999888,0.00032800000137401766
-0.4999999056199839,0.0003608000029854172
-0.49999988767997766,0.0003936000049288157
-0.4999998681799697,0.0004264000072202129
-0.4999998471199599,0.00045920000987560846
-0.4999998244999478,0.000492000012911002
-0.4999998003199332,0.0005248000163423932
-0.49999977457991573,0.0005576000201857815
-0.4999997472798951,0.0005904000244571665
-0.49999971841987095,0.0006232000291725474
-0.4999996879998429,0.0006560000343479236
-0.49999965601981056,0.0006888000399992944
-0.4999996224797735,0.000721600046142659
-0.4999995873797312,0.0007544000527940165
-0.49999955071968333,0.0007872000599693658
-0.4999995124996294,0.0008200000676847059
-0.49999947271956885,0.0008528000759560358
-0.49999943137950126,0.000885600084799354
-0.49999938847942604,0.0009184000942306594
-0.49999934401934265,0.0009512001042659505
-0.4999992979992505,0.0009840001149212258
-0.4999992504191491,0.0010168001262124836
-0.4999992012790378,0.001049600138155722
-0.499999150578916,0.0010824001507669394
-0.499999098318783,0.0011152001640621337
-0.49999904449863813,0.0011480001780573028
-0.4999989891184808,0.0011808001927684445
-0.4999989321783102,0.0012136002082115565
-0.49999887367812573,0.0012464002244026362
-0.4999988136179266,0.0012792002413576809
-0.49999875199771204,0.0013120002590926879
-0.49999868881748133,0.0013448002776236543
-0.49999862407723367,0.001377600296966577
-0.4999985577769682,0.001410400317137453
-0.49999848991668416,0.0014432003381522787
-0.49999842049638066,0.0014760003600270506
-0.4999983495160568,0.001508800382777765
-0.49999827697571175,0.0015416004064204181
-0.4999982028753446,0.001574400430971006
-0.49999812721495435,0.0016072004564455242
-0.4999980499945401,0.0016400004828599686
-0.49999797121410094,0.0016728005102303344
-0.49999789087363583,0.001705600538572617
-0.4999978089731438,0.0017384005679028118
-0.4999977255126238,0.0017712005982369133
-0.4999976404920748,0.0018040006295909163
-0.49999755391149575,0.0018368006619808154
-0.4999974657708856,0.0018696006954226048
-0.49999737607024325,0.0019024007299322787
-0.49999728480956757,0.001935200765525831
-0.49999719198885745,0.0019680008022192556
-0.49999709760811173,0.002000800840028546
-0.49999700166732924,0.002033600878969695
-0.4999969041665088,0.0020664009190586963
-0.49999680510564926,0.002099200960311542
-0.4999967044847493,0.0021320010027442247
-0.49999660230380777,0.002164801046372737
-0.49999649856282335,0.0021976010912130705
-0.4999963932617948,0.0022304011372812176
-0.4999962864007208,0.0022632011845931696
-0.49999617797960005,0.002296001233164918
-0.4999960679984312,0.0023288012830124543
-0.49999595645721295,0.002361601334151769
-0.4999958433559439,0.0023944013865988523
-0.4999957286946226,0.0024272014403696955
-0.4999956124732477,0.002460001495480288
-0.49999549469181775,0.00249280155194662
-0.4999953753503313,0.0025256016097846812
-0.49999525444878684,0.0025584016690104604
-0.49999513198718293,0.0025912017296399466
-0.49999500796551805,0.0026240017916891287
-0.4999948823837907,0.0026568018551739953
-0.4999947552419993,0.0026896019201105344
-0.4999946265401424,0.0027224019865147338
-0.49999449627821824,0.002755202054402581
-0.4999943644562253,0.002788002123790063
-0.49999423107416197,0.0028208021946931673
-0.4999940961320266,0.00285360226712788
-0.4999939596298176,0.0028864023411101876
-0.4999938215675332,0.002919202416656076
-0.49999368194517174,0.0029520024937815313
-0.4999935407627315,0.0029848025725025384
-0.49999339802021076,0.0030176026528350823
-0.4999932537176078,0.0030504027347951477
-0.4999931078549208,0.003083202818398719
-0.499992960432148,0.003116002903661781
-0.49999281144928764,0.003148802990600316
-0.4999926609063378,0.0031816030792303084
-0.4999925088032967,0.0032144031695677407
-0.4999923551401625,0.0032472032616285957
